?色	文本名	代?	重量	部分	作者	?建日期	批注	文本?	?域	覆?率 %	起?	??
●	uid40/ys	受測者回覆速度\回覆速度快	0	"A:......差不多 恩
Q:那他也會馬上回你嗎
A:如果他沒有在上課的話
Q:所以他沒在上課的時候就會很快回傳訊息給你
A:對 沒有在上課的時候就會 就會......看到就會回"	Hank	2019/12/8 11:08:50			90	0.61	104	108
●	uid40/ys	聯絡人回覆速度\回覆速度快	0	"A:......差不多 恩
Q:那他也會馬上回你嗎
A:如果他沒有在上課的話
Q:所以他沒在上課的時候就會很快回傳訊息給你
A:對 沒有在上課的時候就會 就會......看到就會回"	Hank	2019/12/8 11:08:54			90	0.61	104	108
●	uid40/ys	關係基礎分類\家人	0	"A:(笑)我我 我我媽媽可能 開啟 想要看 就是......我可能出去玩然後想要看......周邊長怎麼樣 或是......可能我沒有回家 然後她只想要看一看我之類的 她就她就會開視訊吧 我猜的啦 我沒有問過她為甚麼想開視訊
Q:所以都是她打視訊電話來 你不會打過去
A:我會打電話可是我不會打視訊電話 我比較少打視訊電話
Q:有甚麼原因嗎
A:因為我通常(笑) 我通常會邊講電話邊 邊可能......收個東西阿甚麼的所以 所以......坐下來 講視訊電話的話我就要坐 一直坐在那邊(笑)
Q:你就是不想要一直坐著面對講電話就是了
A:對但是如果她打視訊電話我還是會接
Q:所以就是你媽媽想視訊但你還好這樣
A:嗯嗯"	Hank	2019/12/8 11:09:21			309	2.11	114	122
●	uid40/ys	通訊管道相關\用視訊	0	"A:(笑)我我 我我媽媽可能 開啟 想要看 就是......我可能出去玩然後想要看......周邊長怎麼樣 或是......可能我沒有回家 然後她只想要看一看我之類的 她就她就會開視訊吧 我猜的啦 我沒有問過她為甚麼想開視訊
Q:所以都是她打視訊電話來 你不會打過去
A:我會打電話可是我不會打視訊電話 我比較少打視訊電話
Q:有甚麼原因嗎
A:因為我通常(笑) 我通常會邊講電話邊 邊可能......收個東西阿甚麼的所以 所以......坐下來 講視訊電話的話我就要坐 一直坐在那邊(笑)
Q:你就是不想要一直坐著面對講電話就是了
A:對但是如果她打視訊電話我還是會接
Q:所以就是你媽媽想視訊但你還好這樣
A:嗯嗯"	Hank	2019/12/8 11:09:47			309	2.11	114	122
●	uid40/ys	關係基礎分類\朋友	0	A:恩........................恩 就是 我可能會......猶豫不決要作甚麼決定 或是我可能想要分享一些 就是......在 學校 因為我們唸 唸不同學校然後......我想要發 我想要跟她說一些比較......就是......這個月可能發生甚麼 在學校發生甚麼事情的話 可能就會 就是.....跟她聯絡這樣	Hank	2019/12/8 11:10:23			166	1.13	134	134
●	uid40/ys	通訊內容\更新近況訊息	0	A:恩........................恩 就是 我可能會......猶豫不決要作甚麼決定 或是我可能想要分享一些 就是......在 學校 因為我們唸 唸不同學校然後......我想要發 我想要跟她說一些比較......就是......這個月可能發生甚麼 在學校發生甚麼事情的話 可能就會 就是.....跟她聯絡這樣	Hank	2019/12/8 11:11:37			166	1.13	134	134
●	uid40/ys	關係基礎分類\朋友	0	A:............恩......可能討 一起討論東西 就是 出去玩的事情啊或是 要一起 辦營隊的時候 比較會 因為我們 是......就我們高中 一起上來的同學所以 所以............對 恩  	Hank	2019/12/8 11:11:46			105	0.72	142	142
●	uid40/ys	通訊內容的特性\功能導向內容	0	A:............恩......可能討 一起討論東西 就是 出去玩的事情啊或是 要一起 辦營隊的時候 比較會 因為我們 是......就我們高中 一起上來的同學所以 所以............對 恩  	Hank	2019/12/8 11:11:49			105	0.72	142	142
●	uid40/ys	關係基礎分類\朋友	0	A:如果......就如果是電話的話就半個小時或是一個小時 那如果是訊息可能 就是 我們互傳可能就會 傳個一兩個小時然後 就是一直都打字這樣 	Hank	2019/12/8 11:12:26			70	0.48	150	150
●	uid40/ys	通訊管道相關\用電話	0	A:如果......就如果是電話的話就半個小時或是一個小時	Hank	2019/12/8 11:12:37			29	0.20	150	150
●	uid40/ys	受測者回覆速度\回覆速度快	0	A:恩..................如果是那種就是............比如說我們 要出去玩然後 要一起訂甚麼東西那種時候 那種就比較不會 就是一拖再拖這樣 就會比較趕快回這樣	Hank	2019/12/8 11:14:06			92	0.63	160	160
●	uid40/ys	通訊內容的特性\急迫	0	A:恩..................如果是那種就是............比如說我們 要出去玩然後 要一起訂甚麼東西那種時候 那種就比較不會 就是一拖再拖這樣 就會比較趕快回這樣	Hank	2019/12/8 11:14:38			92	0.63	160	160
●	uid40/ys	受測者回覆速度\回覆速度慢	0	可是如果是那種 就是 比較 比較幹話那種就是 只是傳個梗圖然後笑一笑那種那就不會很快就回這樣 	Hank	2019/12/8 11:14:44			46	0.31	160	160
●	uid40/ys	通訊內容\幹話訊息	0	可是如果是那種 就是 比較 比較幹話那種就是 只是傳個梗圖然後笑一笑那種那就不會很快就回這樣 	Hank	2019/12/8 11:14:53			46	0.31	160	160
●	uid40/ys	待分類\ig引起聊天契機	0	A:INSTAGRAM比較是......就是 回限時動態那種 就是......她回我的或是我回她的或是......看到那種比較 好笑的梗圖阿或甚麼的 會一起分享這樣 可是 比較 不會 沒有就是 用INSTAGRAM開一個話題這樣 	Hank	2019/12/8 11:15:07			114	0.78	140	140
●	uid40/ys	關係基礎分類\朋友	0	A:INSTAGRAM比較是......就是 回限時動態那種 就是......她回我的或是我回她的或是......看到那種比較 好笑的梗圖阿或甚麼的 會一起分享這樣 可是 比較 不會 沒有就是 用INSTAGRAM開一個話題這樣 	Hank	2019/12/8 11:15:12			114	0.78	140	140
●	uid40/ys	關係基礎分類\朋友	0	A:恩..................如果是那種就是............比如說我們 要出去玩然後 要一起訂甚麼東西那種時候 那種就比較不會 就是一拖再拖這樣 就會比較趕快回這樣 可是如果是那種 就是 比較 比較幹話那種就是 只是傳個梗圖然後笑一笑那種那就不會很快就回這樣 	Hank	2019/12/8 11:17:36			139	0.95	160	160
●	uid40/ys	關係基礎分類\朋友	0	A:恩 因為 就是......我跟第一個......人的 有時候會是那種就是......討論一個比較大的決定 所以 有些......要想一下怎麼 怎麼去講她比較好懂 或是她可能 要想一下 要怎麼講我可能比較好懂 所以 可能會先讀了 然後想一下......再回這樣 而且有時候就是可能 看的當下可能沒有這麼多時間去打字 所以可能會 先放一下然後 有空的時候再打字這樣 	Hank	2019/12/8 11:17:40			182	1.24	162	162
●	uid40/ys	通訊內容的特性\需要想一下	0	A:恩 因為 就是......我跟第一個......人的 有時候會是那種就是......討論一個比較大的決定 所以 有些......要想一下怎麼 怎麼去講她比較好懂 或是她可能 要想一下 要怎麼講我可能比較好懂 所以 可能會先讀了 然後想一下......再回這樣 而且有時候就是可能 看的當下可能沒有這麼多時間去打字 所以可能會 先放一下然後 有空的時候再打字這樣 	Hank	2019/12/8 11:18:11			182	1.24	162	162
●	uid40/ys	受測者回覆速度\回覆速度慢	0	A:恩 因為 就是......我跟第一個......人的 有時候會是那種就是......討論一個比較大的決定 所以 有些......要想一下怎麼 怎麼去講她比較好懂 或是她可能 要想一下 要怎麼講我可能比較好懂 所以 可能會先讀了 然後想一下......再回這樣 而且有時候就是可能 看的當下可能沒有這麼多時間去打字 所以可能會 先放一下然後 有空的時候再打字這樣 	Hank	2019/12/8 11:18:21			182	1.24	162	162
●	uid40/ys	關係基礎分類\朋友	0	"A:............算 學期 學期間比較常吧然後 如果是 不是學期間的時候可能就是針對甚麼特別的事情 可能甚麼實驗室阿或是之類的那種 恩
Q:所以你們很少聊天嗎 那個頻率大概是
A:..................學期間大概......一兩個禮拜吧 
Q:都會聊甚麼 你說實驗室還有嗎
A:或是 上課阿或是......可能......有些 系上的同學怎麼樣啊或是 系上老師怎麼樣啊(笑)之類的那種 
Q:那你回覆她的速度如何
A:......應該都算......蠻快的吧 因為 就 我們比較常是在 放學之後的恩
Q:就是你比較有空的時候
A:對
Q:那她回覆你呢
A:大部分都蠻快的 不管是白天或是晚上(笑)
Q:所以你們就是問一些系上相關的事情而已
A:恩"	Hank	2019/12/8 11:18:50			335	2.29	164	176
●	uid40/ys	通訊內容的特性\內容輕鬆(吃喝玩樂)	0	A:或是 上課阿或是......可能......有些 系上的同學怎麼樣啊或是 系上老師怎麼樣啊(笑)之類的那種 	Hank	2019/12/8 11:18:59			55	0.38	168	168
●	uid40/ys	受測者回覆速度\回覆速度快	0	"A:......應該都算......蠻快的吧 因為 就 我們比較常是在 放學之後的恩
Q:就是你比較有空的時候
A:對
Q:那她回覆你呢
A:大部分都蠻快的 不管是白天或是晚上(笑)"	Hank	2019/12/8 11:19:19			91	0.62	170	174
●	uid40/ys	聯絡人回覆速度\回覆速度快	0	"A:......應該都算......蠻快的吧 因為 就 我們比較常是在 放學之後的恩
Q:就是你比較有空的時候
A:對
Q:那她回覆你呢
A:大部分都蠻快的 不管是白天或是晚上(笑)"	Hank	2019/12/8 11:19:23			91	0.62	170	174
●	uid40/ys	通訊當下的客觀情境\閒暇	0	A:......應該都算......蠻快的吧 因為 就 我們比較常是在 放學之後的恩	Hank	2019/12/8 11:19:35			42	0.29	170	170
●	uid40/ys	關係基礎分類\朋友	0	"A:我們............應該算............就是......痾............算大一 大痾 前一年的時候 就是 大一的時候比較常會一起 就是......用LINE去聯絡說 可能一起吃飯阿或是 就是 很多事情會一起吧 可是 大二就 比較少 而且 住更近所以就 用LINE比較是 主要是討論一些......可能甚麼功課啊或是一些 社團啊或是一些 系上之類的事情 
Q:所以原本是沒有住很近所以需要用LINE聯絡 但現在住很近反而比較不需要用通訊軟體是嗎
A:恩恩
Q:所以原本是 如果要約電影或是約其他事情就會用通訊軟體
A:嗯嗯嗯
Q:那現在就只是問一些功課的事
A:對阿 或是一些系上的事然後甚麼社團之類的事情
Q:所以你們也會在上面閒聊
A:對 或是 要 約出去玩或甚麼 就是一些閒聊的事情
Q:那你都會很快回她嗎
A:恩......如果是要想一下的就 也會 想一下然後再 回 想說要怎麼回她這樣 可是通常都會先讀
Q:所以你的習慣是 先讀完訊息再回 還是不一定 會先讀還是不會
A:............ㄟ? 只有哀鳳有這個功能吧
Q:沒有就是說 你會看到她傳訊息來 你是會點進去讀 還是不會 只是看到她有傳訊息來
A:我會 我會點進去讀 恩 因為我以前會 就是 在外面看可是 我後來 上大學以後就不會了 我覺得直接點進去比較 省事省力
Q:所以就算你會晚回 你也會先點進去讀 然後再慢慢回嗎
A:恩
Q:所以這個人的訊息你不會那麼快回的原因是甚麼 還是對你來說其實都蠻快的
A:......因為 可能有些都只是 就是......在......閒聊或是在 講一些屁話而已然後 可能我剛好在 看影片 我就不會想要 停下來特別去回(笑) 可能就看完然後再去回這樣   
Q:你們很常在上面閒聊嗎
A:......閒聊一些......閒聊一些 也不是那麼重要的事情吧
Q:喔所以你們是會閒聊的關係
A:恩
Q:那把閒聊加進去的話 你們聊天的頻率大概是
A:大概一個禮拜好幾次吧"	Hank	2019/12/8 11:20:47			851	5.81	178	202
●	uid40/ys	通訊內容的特性\功能導向內容	0	"Q:所以原本是 如果要約電影或是約其他事情就會用通訊軟體
A:嗯嗯嗯"	Hank	2019/12/8 11:21:38			34	0.23	181	182
●	uid40/ys	通訊內容的特性\內容輕鬆(吃喝玩樂)	0	A:對 或是 要 約出去玩或甚麼 就是一些閒聊的事情	Hank	2019/12/8 11:23:16			26	0.18	186	186
●	uid40/ys	通訊內容的特性\內容輕鬆(吃喝玩樂)	0	A:......閒聊一些......閒聊一些 也不是那麼重要的事情吧	Hank	2019/12/8 11:23:43			34	0.23	198	198
●	uid40/ys	通訊內容的特性\不重要	0	A:......閒聊一些......閒聊一些 也不是那麼重要的事情吧	Hank	2019/12/8 11:23:47			34	0.23	198	198
●	uid40/ys	YS本週新增的code\已讀	0	"A:我會 我會點進去讀 恩 因為我以前會 就是 在外面看可是 我後來 上大學以後就不會了 我覺得直接點進去比較 省事省力
Q:所以就算你會晚回 你也會先點進去讀 然後再慢慢回嗎"	Hank	2019/12/8 11:26:05			88	0.60	192	193
●	uid40/ys	受測者回覆速度\回覆速度慢	0	"A:我會 我會點進去讀 恩 因為我以前會 就是 在外面看可是 我後來 上大學以後就不會了 我覺得直接點進去比較 省事省力
Q:所以就算你會晚回 你也會先點進去讀 然後再慢慢回嗎"	Hank	2019/12/8 11:26:10			88	0.60	192	193
●	uid40/ys	受測者回覆速度\回覆速度快	0	A:恩............6 我可以6789一起講嗎因為 他們 我們是 在一個社團裡面一起認識 恩 所以......就是我們 通常處理事情的時候比較......痾 比如說我們要訂甚麼 東西訂購甚麼東西的話 就會希望對方趕快回覆吧所以我們會趕快 就是給個答案這樣 可是就那是比較公事上	Hank	2019/12/8 11:27:06			143	0.98	206	206
●	uid40/ys	通訊內容的特性\功能導向內容	0	A:恩............6 我可以6789一起講嗎因為 他們 我們是 在一個社團裡面一起認識 恩 所以......就是我們 通常處理事情的時候比較......痾 比如說我們要訂甚麼 東西訂購甚麼東西的話 就會希望對方趕快回覆吧所以我們會趕快 就是給個答案這樣 可是就那是比較公事上	Hank	2019/12/8 11:27:12			143	0.98	206	206
●	uid40/ys	受測者回覆速度\回覆速度快	0	 可是私底下 如果 就是閒聊甚麼的那種 也是會 比較快回吧 因為......習慣嗎還是比較............比較......可能習慣吧    	Hank	2019/12/8 11:27:36			69	0.47	206	206
●	uid40/ys	通訊內容的特性\內容輕鬆(吃喝玩樂)	0	可是私底下 如果 就是閒聊甚麼的那種 也是會 比較快回吧 因為......習慣嗎還是比較............比較......可能習慣吧    	Hank	2019/12/8 11:27:46			69	0.47	206	206
●	uid40/ys	有趣的地方！	0	A:恩 MESSENGER可能在 看影片的時候比較不會打斷 比較不會打斷就比較直接 可以按了就回	Hank	2019/12/8 11:29:20			48	0.33	210	210
●	uid40/ys	受測者回覆速度\回覆速度快	0	A:對而且 就是第......14個 可能因為我們 就是很熟然後我們也會討論一些 就是決定 然後 討論那種 就是討論一些......比較......猶豫不決的那種決定的時候 可能就會希望對方推一把的那種感覺所以可能 就會 比較快回吧 	Hank	2019/12/8 11:30:18			116	0.79	212	212
●	uid40/ys	關係基礎分類\朋友	0	A:對而且 就是第......14個 可能因為我們 就是很熟然後我們也會討論一些 就是決定 然後 討論那種 就是討論一些......比較......猶豫不決的那種決定的時候 可能就會希望對方推一把的那種感覺所以可能 就會 比較快回吧 	Hank	2019/12/8 11:30:24			116	0.79	212	212
●	uid40/ys	聯絡人與受測者的關係\較親近	0	A:對而且 就是第......14個 可能因為我們 就是很熟然後我們也會討論一些 就是決定 然後 討論那種 就是討論一些......比較......猶豫不決的那種決定的時候 可能就會希望對方推一把的那種感覺所以可能 就會 比較快回吧 	Hank	2019/12/8 11:30:26			116	0.79	212	212
●	uid40/ys	關係基礎分類\朋友	0	A:............會吧就是......有時候那個影片本來就比較好笑然後 我也看了蠻有共鳴就會 直接點進去回這樣	Hank	2019/12/8 11:31:33			60	0.41	226	226
●	uid40/ys	通訊內容的特性\內容輕鬆(吃喝玩樂)	0	A:............會吧就是......有時候那個影片本來就比較好笑然後 我也看了蠻有共鳴就會 直接點進去回這樣	Hank	2019/12/8 11:31:43			60	0.41	226	226
●	uid40/ys	受測者回覆速度\回覆速度快	0	A:............會吧就是......有時候那個影片本來就比較好笑然後 我也看了蠻有共鳴就會 直接點進去回這樣	Hank	2019/12/8 11:33:23			60	0.41	226	226
●	uid40/ys	聯絡人回覆速度\回覆速度快	0	A:她如果 不是......在忙的話就會 晚上比較會	Hank	2019/12/8 11:34:15			26	0.18	228	228
●	uid40/ys	關係基礎分類\朋友	0	A:她如果 不是......在忙的話就會 晚上比較會	Hank	2019/12/8 11:34:27			26	0.18	228	228
●	uid40/ys	關係基礎分類\朋友	0	"A:比較親近吧 或是比較…...比較是…...就是會…... 討論那種生活瑣碎事情的人
Q:那甚麼時候選擇打電話或是傳文字
A:比較 需要 恩…...講一些比較長的事情阿或是 蠻久沒見就想要講電話的那種感覺 的時候
Q:你就會選擇打視訊給他
A:恩
Q:很常嗎
A:…...…...恩…...…...不一定吧 可能兩三個月一次 那種吧
Q:所以你可能想到或是想要看到對方的時候就會打視訊這樣
A:恩"	Hank	2019/12/8 11:36:24			199	1.36	430	438
●	uid40/ys	聯絡人與受測者的關係\較親近	0	"A:比較親近吧 或是比較…...比較是…...就是會…... 討論那種生活瑣碎事情的人
Q:那甚麼時候選擇打電話或是傳文字
A:比較 需要 恩…...講一些比較長的事情阿或是 蠻久沒見就想要講電話的那種感覺 的時候
Q:你就會選擇打視訊給他
A:恩
Q:很常嗎
A:…...…...恩…...…...不一定吧 可能兩三個月一次 那種吧
Q:所以你可能想到或是想要看到對方的時候就會打視訊這樣
A:恩"	Hank	2019/12/8 11:36:28			199	1.36	430	438
●	uid40/ys	通訊管道相關\用電話	0	A:比較 需要 恩…...講一些比較長的事情阿或是 蠻久沒見就想要講電話的那種感覺 的時候	Hank	2019/12/8 11:38:40			45	0.31	432	432
●	uid40/ys	通訊當下的客觀情境\對方主動傳訊息	0	A:比較 需要 恩…...講一些比較長的事情阿或是 蠻久沒見就想要講電話的那種感覺 的時候	Hank	2019/12/8 11:38:55			45	0.31	432	432
●	uid40/ys	通訊管道相關\用視訊	0	"Q:所以你可能想到或是想要看到對方的時候就會打視訊這樣
A:恩"	Hank	2019/12/8 11:39:26			31	0.21	437	438
●	uid40/ys	YS本週新增的code\想看到對方	0	"Q:所以你可能想到或是想要看到對方的時候就會打視訊這樣
A:恩"	Hank	2019/12/8 11:39:31			31	0.21	437	438
●	uid40/ys	關係基礎分類\朋友	0	"A:不想回覆 你是說 會不會選擇點進去看這樣嗎
Q:對啊或是 你會怎麼做
A:恩…...如果是MESSENGER的話我會先點進去然後 因為MESSENGER不是有一個長按然後可以按表情符號的那個功能 我可能會先按一個吧然後 想到再回 然後如果是 LINE的話就會是 點進去 但因為他沒有那個功能所以我也只是點進去(笑)  "	Hank	2019/12/8 11:40:39			159	1.09	412	414
●	uid40/ys	受測者回覆速度\不回覆	0	"A:不想回覆 你是說 會不會選擇點進去看這樣嗎
Q:對啊或是 你會怎麼做
A:恩…...如果是MESSENGER的話我會先點進去然後 因為MESSENGER不是有一個長按然後可以按表情符號的那個功能 我可能會先按一個吧然後 想到再回 然後如果是 LINE的話就會是 點進去 但因為他沒有那個功能所以我也只是點進去(笑)  "	Hank	2019/12/8 11:43:29			159	1.09	412	414
●	uid40/ys	通訊內容的特性\使用心情、貼圖功能	0	A:恩…...如果是MESSENGER的話我會先點進去然後 因為MESSENGER不是有一個長按然後可以按表情符號的那個功能 我可能會先按一個吧然後 想到再回 然後如果是 LINE的話就會是 點進去 但因為他沒有那個功能所以我也只是點進去(笑)  	Hank	2019/12/8 11:43:52			122	0.83	414	414
●	uid40/ys	關係基礎分類\朋友	0	":你會跟他聊甚麼 甚麼時候聊
A:比較都是要 就是......一起 出去玩的時候比如說討論要去 哪阿或是要去 吃甚麼阿然後 住哪裡阿那種
Q:你們很常出去玩嗎
A:痾......寒暑假吧 或是......學期間的長假那種
Q:所以最近暑假 你們很常聯絡囉
A:對暑假......寒暑假會比較多
Q:所以你們會聯絡都是有事項嗎
A:你說特定的議題這樣
Q:就是出去玩的事項這樣
A:恩......
Q:所以平常學期間會閒聊嗎
A:平常間 比較少恩
Q:那你會很快回覆這個人的訊息嗎
A:......會 因為 可能 那件事情比較急吧或是痾......就可能剛好有看到這樣 
Q:所以你有看到的話 大部分都會很快回訊息
A:恩 而且......就是 我們討論的事情也都比較......需要比較快的決定所以就可能......
Q:那她會很快回你的訊息嗎
A:會
Q:因為你們討論的東西都是需要比較快回覆 所以雙方都會很快回覆這樣嗎
A:恩
Q:就是你會希望她趕快回 然後她也會希望你趕快回
A:恩"	Hank	2019/12/8 11:45:13			444	3.03	235	256
●	uid40/ys	受測者回覆速度\回覆速度快	0	"A:......會 因為 可能 那件事情比較急吧或是痾......就可能剛好有看到這樣 
Q:所以你有看到的話 大部分都會很快回訊息
A:恩 而且......就是 我們討論的事情也都比較......需要比較快的決定所以就可能......
Q:那她會很快回你的訊息嗎
A:會
Q:因為你們討論的東西都是需要比較快回覆 所以雙方都會很快回覆這樣嗎
A:恩
Q:就是你會希望她趕快回 然後她也會希望你趕快回
A:恩"	Hank	2019/12/8 11:45:54			204	1.39	248	256
●	uid40/ys	通訊內容的特性\急迫	0	A:......會 因為 可能 那件事情比較急吧或是痾......就可能剛好有看到這樣 	Hank	2019/12/8 11:46:07			43	0.29	248	248
●	uid40/ys	通訊內容的特性\有時效性	0	A:恩 而且......就是 我們討論的事情也都比較......需要比較快的決定所以就可能......	Hank	2019/12/8 11:46:19			51	0.35	250	250
●	uid40/ys	受測者使用通訊軟體的態度\希望對方盡快回覆	0	"Q:因為你們討論的東西都是需要比較快回覆 所以雙方都會很快回覆這樣嗎
A:恩
Q:就是你會希望她趕快回 然後她也會希望你趕快回
A:恩"	Hank	2019/12/8 11:46:30			67	0.46	253	256
●	uid40/ys	聯絡人使用通訊軟體的態度\希望對方盡快回覆	0	"Q:因為你們討論的東西都是需要比較快回覆 所以雙方都會很快回覆這樣嗎
A:恩
Q:就是你會希望她趕快回 然後她也會希望你趕快回
A:恩"	Hank	2019/12/8 11:46:37			67	0.46	253	256
●	uid40/ys	通訊內容的特性\功能導向內容	0	"A:比較都是要 就是......一起 出去玩的時候比如說討論要去 哪阿或是要去 吃甚麼阿然後 住哪裡阿那種
Q:你們很常出去玩嗎
A:痾......寒暑假吧 或是......學期間的長假那種
Q:所以最近暑假 你們很常聯絡囉
A:對暑假......寒暑假會比較多
Q:所以你們會聯絡都是有事項嗎
A:你說特定的議題這樣
Q:就是出去玩的事項這樣
A:恩......"	Hank	2019/12/8 11:47:00			182	1.24	236	244
●	uid40/ys	關係基礎分類\朋友	0	"A:12…...恩…...因為我們 就是 我們會見面然後 有些事情會見面才會 說甚麼我們可能 訊息可能是 比較…...算是…...那種…...有點問近況那種吧然後 或是…...約說 ""ㄟ甚麼時候要一起出去阿"" 這樣子 那種恩
Q:那你們會很常聊嗎
A:…...…...兩三個月一次算嗎
Q:所以你們大概兩三個月傳訊息問一次近況 或是就直接約當面聊天這樣
A:恩
Q:那傳訊息都是由誰主動傳 你會先傳給她還是她會先
A:…...都會
Q:那因為你是填說 你會比較慢回覆她 有甚麼原因嗎
A:…...…...恩…...可能 就是 如果她是傳 每則可能都不是很長可是 有好幾則 然後我可能要慢慢 慢慢一個一個回的話 就是會比較 晚一點吧或是…...恩應該是這樣  
Q:所以是因為你需要慢慢一個個回 才比較慢回是嗎
A:對然後可能中間有摻雜一些 我需要想一下說 喔像說如果有日期阿 甚麼時候阿 那種的 
Q:那你覺得是因為她的訊息讓你比較慢回還是她這個人
A:…...恩…...…...算 傳的訊息需要想一下那種吧
Q:所以你都還是會先看過 想一下然後再回 才會比較慢這樣
A:恩"	Hank	2019/12/8 11:47:27			487	3.33	258	272
●	uid40/ys	聯絡人與受測者的關係\傳訊息頻率低	0	"A:12…...恩…...因為我們 就是 我們會見面然後 有些事情會見面才會 說甚麼我們可能 訊息可能是 比較…...算是…...那種…...有點問近況那種吧然後 或是…...約說 ""ㄟ甚麼時候要一起出去阿"" 這樣子 那種恩
Q:那你們會很常聊嗎
A:…...…...兩三個月一次算嗎
Q:所以你們大概兩三個月傳訊息問一次近況 或是就直接約當面聊天這樣
A:恩
Q:那傳訊息都是由誰主動傳 你會先傳給她還是她會先
A:…...都會
Q:那因為你是填說 你會比較慢回覆她 有甚麼原因嗎
A:…...…...恩…...可能 就是 如果她是傳 每則可能都不是很長可是 有好幾則 然後我可能要慢慢 慢慢一個一個回的話 就是會比較 晚一點吧或是…...恩應該是這樣  
Q:所以是因為你需要慢慢一個個回 才比較慢回是嗎
A:對然後可能中間有摻雜一些 我需要想一下說 喔像說如果有日期阿 甚麼時候阿 那種的 
Q:那你覺得是因為她的訊息讓你比較慢回還是她這個人
A:…...恩…...…...算 傳的訊息需要想一下那種吧
Q:所以你都還是會先看過 想一下然後再回 才會比較慢這樣
A:恩"	Hank	2019/12/8 11:47:38			487	3.33	258	272
●	uid40/ys	受測者回覆速度\回覆速度慢	0	"A:12…...恩…...因為我們 就是 我們會見面然後 有些事情會見面才會 說甚麼我們可能 訊息可能是 比較…...算是…...那種…...有點問近況那種吧然後 或是…...約說 ""ㄟ甚麼時候要一起出去阿"" 這樣子 那種恩
Q:那你們會很常聊嗎
A:…...…...兩三個月一次算嗎
Q:所以你們大概兩三個月傳訊息問一次近況 或是就直接約當面聊天這樣
A:恩
Q:那傳訊息都是由誰主動傳 你會先傳給她還是她會先
A:…...都會
Q:那因為你是填說 你會比較慢回覆她 有甚麼原因嗎
A:…...…...恩…...可能 就是 如果她是傳 每則可能都不是很長可是 有好幾則 然後我可能要慢慢 慢慢一個一個回的話 就是會比較 晚一點吧或是…...恩應該是這樣  
Q:所以是因為你需要慢慢一個個回 才比較慢回是嗎
A:對然後可能中間有摻雜一些 我需要想一下說 喔像說如果有日期阿 甚麼時候阿 那種的 
Q:那你覺得是因為她的訊息讓你比較慢回還是她這個人
A:…...恩…...…...算 傳的訊息需要想一下那種吧
Q:所以你都還是會先看過 想一下然後再回 才會比較慢這樣
A:恩"	Hank	2019/12/8 11:47:46			487	3.33	258	272
●	uid40/ys	通訊內容的特性\需要想一下	0	"A:對然後可能中間有摻雜一些 我需要想一下說 喔像說如果有日期阿 甚麼時候阿 那種的 
Q:那你覺得是因為她的訊息讓你比較慢回還是她這個人
A:…...恩…...…...算 傳的訊息需要想一下那種吧
Q:所以你都還是會先看過 想一下然後再回 才會比較慢這樣
A:恩"	Hank	2019/12/8 11:48:15			132	0.90	268	272
●	uid40/ys	關係基礎分類\朋友	0	"A:14…...大概 恩然後就是…...痾…...也 可能一個禮拜會好幾次吧就是…...就是…...會聯絡阿然後會 一起討論一些決定或是 一起出去吃飯之類的 
Q:那是她會傳訊息給你還是你會傳給她
A:都會 想到的時候
Q:然後你就會問她說 ""甚麼時候要吃飯"" 這樣
A:恩
Q:那你填說 會立即回覆這個人是因為跟她比較熟嗎
A:恩然後 可能…...痾…...…...也是…...…...有有有一部份我覺得應該也是MESSENGER的原因啦就是 那個 浮動窗 
Q:所以你就可以很快回到這樣
A:恩(笑)
Q:你們算就是也在MESSENGER上閒聊很多嗎
A:對恩
Q:她傳訊息給你的時候 你看到之後會選擇想要馬上回她嗎
A:…...通常會
Q:那她呢 你傳給她的時候 她也會馬上回你嗎
A:也通常會"	Hank	2019/12/8 11:49:02			350	2.39	282	296
●	uid40/ys	受測者回覆速度\回覆速度快	0	"Q:她傳訊息給你的時候 你看到之後會選擇想要馬上回她嗎
A:…...通常會
Q:那她呢 你傳給她的時候 她也會馬上回你嗎
A:也通常會"	Hank	2019/12/8 11:49:20			67	0.46	293	296
●	uid40/ys	聯絡人回覆速度\回覆速度快	0	"Q:她傳訊息給你的時候 你看到之後會選擇想要馬上回她嗎
A:…...通常會
Q:那她呢 你傳給她的時候 她也會馬上回你嗎
A:也通常會"	Hank	2019/12/8 11:49:25			67	0.46	293	296
●	uid40/ys	受測者回覆速度\回覆速度慢	0	A:…...通常比較慢回的…...	Hank	2019/12/8 11:49:33			17	0.12	298	298
●	uid40/ys	聯絡人回覆速度\回覆速度慢	0	A:…...通常比較慢回的…...	Hank	2019/12/8 11:49:37			17	0.12	298	298
●	uid40/ys	受測者使用通訊軟體的習慣\會告知晚回	0	A:恩…...如果很干擾的話 ㄟ…...干擾的可能…...…...如果她 就是我需要 晚一點再回的話我可能就會 跟他講或是如果我現在手邊有事情 然後我沒有辦法 今天就回她 因為如果我可能我回了她我可能就做不完這件事情的話 然後這件事情又很急的話 我可能就會跟她說我之後再回她 但…...如果我會回她 應該就不是她會造成我的 負擔那種 就是…...不是甚麼特別會阻礙我做其他事情的事情所以就…...還可以吧 	Hank	2019/12/8 11:50:26			202	1.38	314	314
